movie_name,movie_id,production_companies_clean,production_budget
The Decline of Western Civilization Part II: The Metal Years,36724,[],0
For a Few Dollars More,938,"['Constantin Film Produktion', 'Produzioni Europee Associati (PEA)']",600000
Magnum Force,10648,['Warner Bros.'],0
Blood Simple,11368,"['Circle Films', 'River Road Productions', 'Foxton Entertainment']",1500000
The Fabulous Baker Boys,10875,"['Tobis', 'Gladden Entertainment', 'Mirage']",13000000
Prizzi's Honor,2075,['ABC Pictures'],0
Flatliners,1551,"['Columbia Pictures Corporation', 'Stonebridge Entertainment']",26000000
Gandahar,22500,['Films A2'],0
Porky's,10246,"['Melvin Simon Productions', 'Astral Bellevue Path??']",4000000
Porky's II: The Next Day,19698,"['Twentieth Century Fox Film Corporation', 'Simon Reeves Landsburg Productions']",6500000
Porky's 3: Revenge,23919,"['SLM Production Group', 'Melvin Simon Productions', 'Astral Bellevue Path??']",9000000
Private School,18835,"['Universal Pictures', 'Unity Productions']",0
Class of Nuke 'Em High,26554,['Troma Entertainment'],2000000
The Toxic Avenger,15239,['Troma Entertainment'],0
The Toxic Avenger Part II,28165,['Troma Entertainment'],0
The Toxic Avenger Part III: The Last Temptation of Toxie,28169,['Troma Entertainment'],0
Night of the Creeps,15762,"['TriStar Pictures', 'Delphi V Productions']",0
Predator 2,169,"['Twentieth Century Fox Film Corporation', 'Lawrence Gordon Productions', 'Davis Entertainment', 'Silver Pictures']",35000000
The Running Man,865,"['Keith Barish Productions', 'TAFT Entertainment Pictures', 'HBO', 'Braveworld Productions']",27000000
Starman,9663,"['Columbia Pictures', 'Delphi II Productions', 'Industrial Light & Magic (ILM)']",22000000
The Brother from Another Planet,26889,[],0
Alien Nation,10128,"['Twentieth Century Fox Film Corporation', 'American Entertainment Partners II L.P.']",16000000
Mad Max,9659,"['Kennedy Miller Productions', 'Mad Max Films', 'Crossroads']",400000
Mad Max 2: The Road Warrior,8810,['Kennedy Miller Productions'],2000000
Mad Max Beyond Thunderdome,9355,['Kennedy Miller Productions'],12305523
Bird on a Wire,1727,"['Universal Pictures', 'Interscope Communications', 'The Badham-Cohen Group']",20000000
Angel Heart,635,"['TriStar Pictures', 'Winkast Film Productions', 'Carolco Pictures', 'Union']",17000000
Nine 1/2 Weeks,10068,"['Metro-Goldwyn-Mayer (MGM)', 'Producers Sales Organization (PSO)', 'Jonesfilm', 'Galactic Films', 'Triple Ajaxxx']",17000000
Firestarter,11495,"['Universal Pictures', 'Dino De Laurentiis Company']",15000000
Sleepwalkers,11428,"['Columbia Pictures', 'Victor & Grais Productions', 'Ion Pictures']",0
Action Jackson,10117,"['Silver Pictures', 'Lorimar Motion Pictures']",7000000
Sarafina!,35936,"['Miramax Films', 'Vanguard Films', 'Hollywood Pictures', 'Distant Horizons', 'British Broadcasting Corporation (BBC)']",0
Soapdish,25562,['Paramount Pictures'],0
The Long Walk Home,51763,['Miramax Films'],0
Clara's Heart,73079,"['Warner Bros.', 'MTM Enterprises']",0
Burglar,38921,"['Nelvana', 'Warner Bros.']",0
Fatal Beauty,35463,"['Metro-Goldwyn-Mayer (MGM)', 'CST Telecommunications']",0
Gone in Sixty Seconds,9679,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",90000000
American Pimp,24587,[],0
Love's Labour's Lost,51333,"['Miramax Films', 'StudioCanal', 'Arts Council of England', 'Intermedia Films', 'Path?? Pictures International', 'Shakespeare Film Company']",13000000
Sunshine,17771,"['Channel Four Films', 'Dor Film Produktionsgesellschaft GmbH', 'Alliance Atlantis Communications', 'Serendipity Point Films', 'T??l??film Canada', 'Eurimages', 'Kinowelt Filmproduktion', 'Bavaria Film and Television Fund', 'Hungarian Motion Picture Fund', 'ISL Film', 'InterCom', 'The Movie Network (TMN)', 'TV2', 'Vienna Film Financing Fund', '??sterreichischer Rundfunk (ORF)', 'Starhaus Filmproduktion']",0
Trixie,31610,['Sony Pictures Classics'],0
American Virgin,60005,[],0
Hamlet,10264,"['Icon Productions', 'Nelson Entertainment', 'Icon Entertainment International', 'Canal+', 'Warner Bros.', 'Sovereign Pictures', 'Carolco Pictures', 'Marquis']",0
Coming Home,31657,"['United Artists', 'Jerome Hellman Productions', 'Jayne Productions Inc']",3000000
American Pop,29204,"['Columbia Pictures Corporation', 'Bakshi Productions', 'Aspen Productions']",0
Assault on Precinct 13,17814,"['Overseas FilmGroup', 'The CKK Corporation']",150000
Near Dark,11879,"['De Laurentiis Entertainment Group (DEG)', 'F/M', 'Near Dark Joint Venture']",5000000
One False Move,21128,['IRS Media'],0
Shaft,482,"['Metro-Goldwyn-Mayer (MGM)', 'Shaft Productions Ltd.']",4000000
The Conversation,592,"['Paramount Pictures', 'The Coppola Company', 'The Directors Company']",1600000
Cutter's Way,31593,"['United Artists', 'Gurian Entertainment']",3000000
The Fury,12611,"['Twentieth Century Fox Film Corporation', 'Frank Yablans Presentations']",5500000
The Paper Chase,14328,"['Twentieth Century Fox Film Corporation', 'Thompson-Paul Productions']",0
Prince of the City,32047,['Orion Pictures Corporation'],0
Serpico,9040,"['Paramount Pictures', 'De Laurentiis Entertainment Group', 'Artists Entertainment Complex']",3000000
Ace in the Hole,25364,['Paramount Pictures'],1821052
Lonely Are the Brave,43002,['Joel Productions'],0
The Sugarland Express,5121,"['Universal Pictures', 'Zanuck/Brown Productions']",3000000
Trouble in Paradise,195,['Paramount Pictures'],0
Big Trouble in Little China,6978,"['Twentieth Century Fox Film Corporation', 'TAFT Entertainment Pictures']",25000000
Badlands,3133,"['Pressman-Williams', 'Warner Bros.', 'Jill Jakes Production', 'Badlands Company']",0
Battleship Potemkin,643,"['Goskino Productions', 'Mosfilm']",0
Boys and Girls,10571,['Punch 21 Productions'],16000000
Shaft,479,"['Paramount Pictures', 'Scott Rudin Productions']",46000000
Titan A.E.,7450,"['Twentieth Century Fox Film Corporation', 'David Kirschner Productions', 'Fox Animation Studios']",75000000
Butterfly,31023,"['Televisi??n Espa?ñola (TVE)', 'Canal+ Espa?ña', 'Televisi??n de Galicia (TVG) S.A.', 'Las Producciones del Escorpi??n S.L.', 'Sociedad General de Televisi??n (Sogetel)']",3000000
Jesus' Son,25636,['Evenstar Films'],0
The Match,41160,[],0
Time Regained,47439,"['France 2 Cin??ma', 'Les Films du Lendemain', 'Gemini Films']",0
Boricua's Bond,207731,[],0
Chicken Run,7443,"['DreamWorks SKG', 'Aardman Animations', 'DreamWorks Animation', 'Path??']",45000000
"Me, Myself & Irene",2123,"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']",51000000
The Patriot,2024,"['Centropolis Entertainment', 'Columbia Pictures Corporation', 'Mutual Film Company', 'Global Entertainment Productions GmbH & Company Medien KG']",110000000
The Adventures of Rocky & Bullwinkle,17711,"['Universal Pictures', 'Capella International', 'KC Medien AG', 'Tribeca Productions']",76000000
The Perfect Storm,2133,"['Warner Bros.', 'Baltimore Spring Creek Productions', 'Radiant Productions']",120000000
The Golden Bowl,29946,"['Merchant Ivory Productions', 'TF1 International']",15000000
Asylum,25993,['Amicus Productions'],0
Communion,28774,"['Allied Vision', 'The Picture Property Company', 'Pheasantry Films']",0
Fun & Fancy Free,46929,['Walt Disney Productions'],0
The Kentucky Fried Movie,11598,"['Kentucky Fried Theatre', 'United Film Distribution Company (UFDC)', 'KFM Films']",600000
Bound by Honor,9702,['Hollywood Pictures'],35000000
Daughter of Dr. Jekyll,117026,"['Allied Artists Pictures', 'Film Venturers']",0
F/X,9873,"['Orion Pictures', 'Dodi Fayed - Jack Wiener']",0
F/X2,16820,"['Orion Pictures', 'Dodi Fayed - Jack Wiener']",16400000
The Hot Spot,14864,['Orion Pictures'],0
Missing in Action,15379,['Cannon Group'],1500000
Missing in Action 2: The Beginning,12764,"['Golan-Globus Productions', 'The Cannon Group']",2410000
Braddock: Missing in Action III,27352,"['Golan-Globus Productions', 'The Cannon Group']",0
Thunderbolt and Lightfoot,8348,"['Malpaso Productions', 'Malpaso Company, The']",0
Dreamscape,24099,"['Weintraub Entertainment Group', 'Zupnik-Curtis Enterprises', 'Chevy Chase Films']",0
The Golden Voyage of Sinbad,17897,['Columbia Pictures'],0
Hatchet for the Honeymoon,28050,"['Mercury Films', 'Pan Latina Films']",0
House Party,16094,['New Line Cinema'],2500000
House Party 2,16096,[],0
Make Mine Music,20343,"['RKO Radio Pictures', 'Walt Disney Productions']",68
Melody Time,13757,"['RKO Radio Pictures', 'Walt Disney Productions']",2000000
Nekromantik,11822,[],0
On Our Merry Way,90980,"['United Artists', 'Benedict Bogeaus Production']",0
Project Moon Base,26270,['Galaxy Pictures Inc.'],0
Rocketship X-M,37744,['Lippert Pictures'],0
Shaft in Africa,494,"['Metro-Goldwyn-Mayer (MGM)', 'Shaft Productions Ltd.']",2142000
Shaft's Big Score!,493,"['Metro-Goldwyn-Mayer (MGM)', 'Shaft Productions Ltd.']",1978000
Croupier,12706,"['Channel Four Films', 'Arte', 'La Sept-Arte']",0
The Kid,4244,['Walt Disney Pictures'],65000000
Scary Movie,4247,"['Gold/Miller Productions', 'Wayans Bros. Entertainment', 'Dimension Films', 'Brad Grey Pictures']",19000000
But I'm a Cheerleader,20770,['Ignite Entertainment'],1200000
Shower,1050,"['Imar Film Co., Ltd.']",0
Blow-Up,1052,"['Bridge Films', 'Metro-Goldwyn-Mayer (MGM)', 'Carlo Ponti Production']",0
The Pawnbroker,20540,"['Allied Artists', 'American International Pictures (AIP)', 'Landau Company', 'The Pawnbroker Co.']",500000
Groove,23655,[],0
Footloose,1788,"['Paramount Pictures', 'IndieProd Company Productions']",8200000
Duel in the Sun,32275,"['The Selznik Studio', 'Vanguard Films']",6000000
X-Men,36657,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Bad Hat Harry Productions', 'Marvel Enterprises', 'Springwood Productions', 'Genetics Productions']",75000000
Chuck & Buck,44490,[],0
The Five Senses,47585,[],0
The Wisdom of Crocodiles,1448,"['Film Foundry Partners', 'Zenith Productions']",0
The In Crowd,36047,['Morgan Creek Productions'],15000000
What Lies Beneath,2655,"['DreamWorks SKG', 'Twentieth Century Fox Film Corporation', 'ImageMovers']",100000000
Pok??mon: The Movie 2000,12599,"['TV Tokyo', 'Warner Bro. Japan', '4Kids Entertainment', 'Oriental Light and Magic', 'Nintendo', 'GAME FREAKS', 'Creatures']",30000000
Criminal Lovers,33828,[],0
Anatomy of a Murder,93,['Columbia Pictures'],0
Freejack,9278,"['Warner Bros.', 'Morgan Creek Productions']",0
Greaser's Palace,90715,"[""Greaser's Palace Ltd.""]",0
H.O.T.S.,59181,['The Great American Dream Machine Movie Company'],0
Knightriders,22167,"['Laurel Entertainment', 'United Film']",3000000
Mackenna's Gold,18118,"['Columbia Pictures Corporation', 'Highroad Productions']",7000000
Sinbad and the Eye of the Tiger,11940,"['Columbia Pictures', 'Andor Films']",3500000
Two Women,24167,"['Cocinor', 'Les Films Marceau', 'Soci??t?? G??n??rale de Cin??matographie (S.G.C.)', 'Compagnia Cinematografica Champion']",0
What About Bob?,10276,"['Touchwood Pacific Partners 1', 'Touchstone Pictures']",35000000
White Sands,19380,"['Warner Bros.', 'Morgan Creek Productions']",0
Breaker Morant,13783,"['7 Network', 'Pact Productions', 'The Australian Film Commission']",107
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,11624,['United Artists'],2000000
Interiors,15867,['United Artists'],0
Love and Death,11686,['United Artists'],3000000
The Official Story,29263,"['Progress Communications', 'Historias Cinematogr?\xadficas']",0
The Other Side of Sunday,46754,"['NRK Drama', 'Norwegian Film Institute']",0
Pot o' Gold,18702,"['United Artists', 'James Roosevelt Productions']",0
Tampopo,11830,"['New Century Producers', 'Itami Productions']",0
Thomas and the Magic Railroad,16110,"['Destination Films', 'Isle of Man Film', 'Britt Allcroft Productions']",0
Nutty Professor II: The Klumps,12107,"['Imagine Entertainment', 'Universal Pictures']",84000000
The Girl on the Bridge,10401,"['Les Films Christian Fechner', 'Canal+', 'France 2 Cin??ma', 'Sofica Sofinergie 5', 'UGCF']",0
Wonderland,32640,['British Broadcasting Corporation (BBC)'],0
Autumn in New York,10641,"['Lakeshore Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",65000000
Coyote Ugly,6282,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",45000000
Hollow Man,9383,"['Columbia Pictures Corporation', 'Global Entertainment Productions GmbH & Company Medien KG']",95000000
Space Cowboys,5551,"['Village Roadshow Pictures', 'Malpaso Productions', 'Mad Chance', 'Warner Bros.', 'Clipsal Films', 'Digital Image Associates']",65000000
Better Living,277726,[],0
Mad About Mambo,43079,['Columbia Tristar'],0
Psycho Beach Party,27723,"['New Oz Productions', 'Red Horse Films']",1500000
Saving Grace,2360,"['Fine Line Features', 'Homerun Productions', 'Portman Entertainment Group', 'Rich Pickings', 'Sky Pictures', 'Wave Pictures']",10000000
Black Sabbath,28043,"['Societ?? Cin??matographique Lyre', 'Galatea Film', 'Emmepi Cinematografica', 'Alta Vista Film Production']",0
The Brain That Wouldn't Die,33468,['Rex Carlton Productions'],62000
Bronco Billy,21866,"['Warner Bros.', 'Second Street Films']",0
The Crush,33408,"['Warner Bros.', 'Morgan Creek Productions']",6000000
Kelly's Heroes,11589,"['Katzka-Loeb', 'Avala Film', 'Metro-Goldwyn-Mayer (MGM)']",4000000
Phantasm II,15158,"['Universal Pictures', 'Spacegate Productions', 'Starway International Inc.']",3000000
Phantasm III: Lord of the Dead,16139,['Starway International Inc.'],2500000
Phantasm IV: Oblivion,16146,['Starway International Inc.'],650000
Pumpkinhead,26515,"['De Laurentiis Entertainment Group (DEG)', 'Lion Films']",3500000
Air America,11856,"['IndieProd Company Productions', 'Carolco Pictures']",0
Sleepaway Camp,13567,['American Eagle'],350000
Steel Magnolias,10860,"['TriStar Pictures', 'Rastar Films']",0
...And God Created Woman,8420,['I??na Productions'],0
Easy Money,18391,['Orion Pictures'],0
Ilsa: She Wolf of the SS,20850,['Aeteas Filmproduktions'],0
Silent Fall,39473,"['Warner Bros.', 'Morgan Creek Productions']",30000000
The Spiral Staircase,27452,['RKO Radio Pictures'],0
What Ever Happened to Aunt Alice?,77571,"['Palomar Pictures', 'The Associates & Aldrich Company', 'American Broadcasting Company (ABC)']",0
Margaret Cho: I'm the One That I Want,38548,[],0
The Tao of Steve,20438,"['Good Machine', 'Thunderhead Productions']",0
The Tic Code,274868,[],0
Aimee & Jaguar,2211,[],0
An Affair of Love,46991,"['ARP S??lection', 'Canal+', 'Art??mis Productions']",0
The Autumn Heart,201581,['Film Cellar'],0
Bless the Child,10391,"['Paramount Pictures', 'Icon Entertainment International', 'Munich Film Partners & Company (MFP) BTC Productions']",40000000
Cecil B. Demented,14195,"['Canal+', 'Artic Productions LLC', 'Polar Entertainment Corporation']",10000000
The Eyes of Tammy Faye,15665,[],0
The Opportunists,45905,"['Eureka Pictures', 'Clinica Estetico', 'Flashpoint (I)']",0
The Replacements,10393,['Warner Bros.'],0
About Adam,18168,"['B??rd Scann?\xadn na h??ireann', 'British Broadcasting Corporation (BBC)', 'Venus Productions']",0
The Cell,8843,"['New Line Cinema', 'Avery Pix', 'Radical Media', 'Katira Productions GmbH & Co. KG', 'Caro-McLeod']",33000000
Godzilla 2000,10643,['Toho Film (Eiga) Co. Ltd.'],1000000
The Original Kings of Comedy,23618,['40 Acres & A Mule Filmworks'],0
Sunset Strip,117262,"['Fox 2000 Pictures', 'Art Linson Productions', 'Linson Films']",0
All the Rage,30946,"['Newmarket Capital Group', 'Scanbox Entertainment', 'Screenland Pictures', 'Mutual Films International']",0
The Naked Gun: From the Files of Police Squad!,37136,['Paramount Pictures'],12000000
The Naked Gun 2?«: The Smell of Fear,37137,['Paramount Pictures'],23000000
Our Town,23283,"['United Artists', 'Sol Lesser Productions']",0
Shane,3110,['Paramount Pictures Corporation'],3100000
"Suddenly, Last Summer",14698,"['Columbia Pictures Corporation', 'Horizon Pictures (II)', 'Academy Pictures Corporation', 'Camp Films']",3000000
Cat Ballou,11694,"['Columbia Pictures Corporation', 'Harold Hecht Productions']",0
A Couch in New York,47434,"['M6 Films', 'Les Films Balenciaga', 'France 2 Cin??ma']",0
The Devil Rides Out,39891,"['Hammer Film Productions', 'Associated British-Path??', 'Seven Arts Pictures']",0
Jerry and Tom,76891,[],0
Supergirl,9651,"['St. Michael Finance Limited', 'Artistry Limited', 'Investors In Industry PLC', 'Robert Fleming Leasing Limited']",35000000
X: The Unknown,26865,['Hammer Film Productions'],0
The Art of War,11398,"['Amen Ra Films', 'Franchise Pictures', 'Warner Bros.', 'Morgan Creek Productions']",40000000
The Ballad of Ramblin' Jack,161687,[],0
Phish: Bittersweet Motel,26244,['Aviva Entertainment'],0
Bring It On,1588,['Beacon Communications'],28000000
Catfish in Black Bean Sauce,287821,['Black Hawk Entertainment'],0
The Crew,19150,['Touchstone Pictures'],0
Love & Sex,25128,[],0
Steal This Movie,18153,['Ardent Films'],0
Went to Coney Island on a Mission from God... Be Back by Five,30910,[],0
Skipped Parts,41282,['Skipped Parts Productions'],0
Highlander: Endgame,12211,"['Davis-Panzer Productions', 'Dimension Films']",25000000
Backstage,137236,['Dimension Films'],0
Turn It Up,9995,['New Line Cinema'],0
Anatomy,1698,['Claussen + W??bke Filmproduktion GmbH'],0
Nurse Betty,10480,"['Gramercy Pictures', 'USA Films', 'Intermedia']",24000000
Alone,80713,"['V??a Digital', 'Fireworks Pictures', 'Canal Sur Televisi??n', 'Maestranza Films']",0
The Watcher,10685,['Universal Pictures'],33000000
The Way of the Gun,1619,[],8500000
Almost Famous,786,"['Columbia Pictures', 'Vinyl Films', 'DreamWorks Pictures']",60000000
Bait,14805,"['Castle Rock Entertainment', 'Warner Bros.']",35000000
Circus,51179,"['Film Development Corporation', 'Circus Pictures']",0
Crime + Punishment in Suburbia,46119,"['Killer Films', 'G2 Films']",0
Duets,18074,"['Hollywood Pictures', 'Beacon Pictures', 'Seven Arts Pictures']",0
